ID   INV_DATE      AMOUNT   ACCT_NO
10120   06/28/2009   252534   CODDA12
10121   01/28/2011   292782   CODDA14
10122   12/13/2009   124250   CODDA20
10123   06/13/2010   225586   CODDA17
10124   12/12/2010   197512   CODDA16
10125   06/30/2011   162816   CODDA20
10126   12/22/2009   298579   CODDA12
10127   11/26/2009   225009   CODDA13
10128   07/10/2010   166000   CODDA12
10129   10/03/2010   158859   CODDA12
10130   01/06/2010   196261   CODDA12
10131   08/14/2009   188888   CODDA13
10132   08/31/2010   241162   CODDA18
10133   08/01/2010   269597   CODDA14
10134   06/10/2011   256696   CODDA15
10135   07/02/2010   186995   CODDA17
10136   10/27/2009   293446   CODDA19
10137   02/03/2010   178505   CODDA11
10138   09/12/2009   286659   CODDA19
10139   12/26/2010   197038   CODDA15
10140   10/12/2009   175734   CODDA11
10141   03/24/2010   163145   CODDA15
10142   02/01/2011   237021   CODDA19
10143   01/22/2011   133459   CODDA19
10144   10/24/2010   143248   CODDA12
10145   04/12/2010   112419   CODDA12
10146   11/25/2009   297565   CODDA13
10147   06/27/2010   265031   CODDA18
10148   05/31/2010   102697   CODDA11
10149   02/28/2010   292471   CODDA18
10150   03/29/2011   230617   CODDA14
10151   10/26/2009   242111   CODDA14
10152   09/07/2010   141610   CODDA13
10153   09/15/2010   199398   CODDA19
10154   10/03/2010   264269   CODDA13
10155   11/30/2009   267127   CODDA17
10156   04/15/2010   194914   CODDA11
10157   02/17/2011   113948   CODDA19
10158   03/20/2010   183334   CODDA12
10159   04/07/2011   280210   CODDA18
10160   11/23/2010   245734   CODDA20
10161   02/26/2010   203592   CODDA12
10162   07/08/2009   179627   CODDA12
10163   06/14/2011   257389   CODDA12
10164   02/20/2010   170327   CODDA19
10165   12/30/2010   162070   CODDA20
10166   07/08/2010   183549   CODDA20
10167   10/05/2009   139726   CODDA13
10168   09/12/2009   229920   CODDA13
10169   06/26/2009   281440   CODDA17
10170   06/19/2011   219892   CODDA13
10171   06/24/2010   282159   CODDA11
10172   07/10/2009   270531   CODDA15
10173   09/24/2009   207095   CODDA12
10174   10/07/2010   289515   CODDA20
10175   07/24/2010   273172   CODDA13
10176   09/10/2009   164041   CODDA17
10177   01/09/2011   158431   CODDA16
10178   09/26/2009   174936   CODDA16
10179   02/19/2011   129538   CODDA11
10180   07/08/2010   126434   CODDA15
10181   02/26/2010   289056   CODDA19
10182   01/11/2010   145178   CODDA18
10183   05/27/2010   129490   CODDA15
10184   12/20/2009   257621   CODDA18
10185   06/22/2010   269133   CODDA19
10186   06/26/2009   279472   CODDA19
10187   03/07/2011   142137   CODDA18
10188   09/17/2010   247799   CODDA19
10189   07/12/2009   165277   CODDA16
10190   12/30/2010   235658   CODDA12
10191   12/13/2010   262853   CODDA19
10192   07/04/2010   101553   CODDA17
10193   03/07/2010   153415   CODDA18
10194   08/17/2010   222550   CODDA20
10195   01/13/2011   109941   CODDA20
10196   08/31/2009   242427   CODDA12
10197   05/18/2010   254857   CODDA13
10198   01/14/2011   233560   CODDA12
10199   10/21/2010   213421   CODDA14
10200   10/09/2009   258142   CODDA15
10201   11/21/2009   191090   CODDA18
10202   12/03/2009   196474   CODDA16
10203   05/03/2010   117007   CODDA19
10204   10/15/2010   227165   CODDA17
10205   01/24/2011   148592   CODDA13
10206   07/17/2009   281120   CODDA13
10207   07/31/2010   294013   CODDA16
10208   05/16/2010   260877   CODDA14
10209   09/12/2010   100387   CODDA18
10210   12/08/2010   137514   CODDA19
10211   08/20/2009   267902   CODDA15
10212   04/09/2011   160552   CODDA11
10213   06/11/2011   196584   CODDA15
10214   04/22/2011   208729   CODDA17
10215   02/01/2011   220485   CODDA13
10216   11/28/2010   174153   CODDA12
10217   07/04/2009   239696   CODDA15
10218   09/05/2010   104982   CODDA19
10219   09/16/2010   148393   CODDA11
10220   07/03/2009   259869   CODDA17
10221   03/01/2011   204024   CODDA17
10222   06/02/2011   195226   CODDA13
10223   08/08/2010   196618   CODDA16
10224   09/28/2010   145019   CODDA17
10225   05/20/2010   292503   CODDA13
10226   12/01/2009   195291   CODDA17
10227   08/15/2010   123506   CODDA14
10228   06/20/2010   234344   CODDA12
10229   06/10/2011   166649   CODDA20
10230   08/06/2010   238811   CODDA11
10231   01/06/2011   196372   CODDA11
10232   05/30/2011   295479   CODDA13
10233   10/03/2009   207338   CODDA18
10234   06/06/2011   208561   CODDA14
10235   08/05/2009   133199   CODDA15
10236   07/29/2009   248199   CODDA18
10237   07/17/2010   228919   CODDA20
10238   01/14/2011   190306   CODDA13
10239   11/11/2009   227720   CODDA11
10240   03/19/2010   177631   CODDA12
10241   10/18/2009   256202   CODDA18
10242   12/24/2010   115250   CODDA16
10243   03/10/2010   289753   CODDA18
10244   01/31/2010   178650   CODDA19
10245   01/03/2010   274276   CODDA15
10246   07/23/2010   241734   CODDA13
10247   01/21/2011   104066   CODDA17
10248   05/14/2011   182174   CODDA19
10249   11/11/2009   178123   CODDA17
10250   04/29/2011   119174   CODDA15
10251   01/27/2010   139780   CODDA14
10252   08/13/2010   158058   CODDA11
10253   09/14/2009   110064   CODDA18
10254   03/23/2011   284261   CODDA14
10255   09/05/2009   143188   CODDA11
10256   12/30/2009   211653   CODDA14
10257   01/09/2011   163713   CODDA20
10258   07/24/2009   110739   CODDA19
10259   01/02/2011   230964   CODDA12
10260   02/04/2011   291499   CODDA20
10261   10/12/2010   229317   CODDA12
10262   06/29/2010   223314   CODDA17
10263   01/01/2011   195178   CODDA14
10264   09/02/2009   210393   CODDA14
10265   07/02/2009   282432   CODDA15
10266   12/05/2009   155579   CODDA16
10267   12/30/2009   256005   CODDA17
10268   12/24/2010   239508   CODDA16
10269   04/25/2010   282999   CODDA18
10270   07/15/2011   271068   CODDA13
10271   12/17/2009   217080   CODDA15
10272   07/05/2009   157972   CODDA11
10273   02/07/2010   203658   CODDA12
10274   11/08/2009   185327   CODDA11
10275   02/18/2011   222012   CODDA18
10276   05/07/2011   117920   CODDA11
10277   05/28/2011   277369   CODDA17
10278   01/10/2011   181250   CODDA16
10279   04/27/2011   175237   CODDA13
10280   06/19/2010   275095   CODDA15
10281   03/09/2011   231953   CODDA18
10282   09/15/2009   186241   CODDA19
10283   09/05/2009   133196   CODDA18
10284   09/01/2009   208521   CODDA19
10285   12/01/2009   212782   CODDA19
10286   01/07/2010   202514   CODDA18
10287   01/15/2010   244811   CODDA20
10288   07/07/2010   241216   CODDA19
10289   10/03/2009   209767   CODDA18
10290   06/22/2010   263096   CODDA16
10291   11/08/2010   238918   CODDA14
10292   10/16/2009   287130   CODDA13
10293   05/05/2011   298541   CODDA14
10294   07/12/2010   222021   CODDA13
10295   05/18/2011   204369   CODDA15
10296   09/18/2009   115515   CODDA20
10297   10/20/2010   135436   CODDA19
10298   05/25/2011   181570   CODDA16
10299   09/24/2009   203850   CODDA12
10300   05/31/2010   114373   CODDA14
10301   10/05/2010   241963   CODDA12
10302   10/20/2009   136010   CODDA12
10303   11/25/2010   146561   CODDA19
10304   10/12/2010   155576   CODDA19
10305   04/20/2010   261000   CODDA12
10306   06/28/2010   138487   CODDA16
10307   09/16/2009   213674   CODDA15
10308   10/22/2010   212601   CODDA19
10309   11/17/2010   298735   CODDA12
10310   08/16/2010   241358   CODDA19
10311   10/02/2010   271970   CODDA13
10312   12/26/2009   151113   CODDA12
10313   12/18/2010   174250   CODDA12
10314   12/02/2010   237625   CODDA19
10315   09/07/2009   189366   CODDA18
10316   12/26/2010   109583   CODDA14
10317   06/04/2010   256013   CODDA14
10318   07/05/2009   124873   CODDA13
10319   11/21/2010   225184   CODDA13
10320   12/10/2009   280160   CODDA16
10321   12/21/2009   157160   CODDA13
10322   03/28/2011   280145   CODDA20
10323   04/09/2010   284023   CODDA15
10324   02/01/2010   222006   CODDA18
10325   01/29/2010   251885   CODDA14
10326   08/22/2010   132842   CODDA13
10327   08/28/2010   154086   CODDA17
10328   03/29/2011   230914   CODDA17
10329   11/11/2009   288963   CODDA15
10330   08/06/2010   278551   CODDA19
10331   06/20/2010   187729   CODDA13
10332   08/19/2009   134423   CODDA17
10333   04/14/2010   265221   CODDA12
10334   09/12/2010   101273   CODDA14
10335   05/26/2011   203313   CODDA18
10336   11/20/2009   160861   CODDA13
10337   12/29/2009   149566   CODDA17
10338   12/12/2009   162335   CODDA13
10339   06/09/2010   144837   CODDA12
10340   12/26/2009   224667   CODDA16
10341   04/19/2011   148762   CODDA11
10342   11/10/2010   160102   CODDA14
10343   04/19/2010   181868   CODDA12
10344   01/01/2011   189995   CODDA13
10345   07/24/2010   261000   CODDA18
10346   07/31/2009   181482   CODDA13
10347   05/23/2010   159299   CODDA14
10348   07/02/2009   100443   CODDA15
10349   06/14/2010   195216   CODDA14
10350   12/22/2009   180296   CODDA14
10351   03/29/2010   177696   CODDA14
10352   01/11/2011   130461   CODDA14
10353   04/04/2010   161077   CODDA17
10354   07/13/2009   215963   CODDA13
10355   05/25/2010   157706   CODDA18
10356   07/05/2011   196141   CODDA17
10357   02/13/2011   186840   CODDA16
10358   03/04/2011   255787   CODDA15
10359   04/28/2010   238723   CODDA17
10360   11/27/2010   205732   CODDA12
10361   01/24/2010   246888   CODDA13
10362   11/20/2009   210195   CODDA15
10363   09/20/2009   231143   CODDA19
10364   04/29/2010   138651   CODDA17
10365   12/10/2010   166651   CODDA16
10366   11/23/2010   178309   CODDA12
10367   12/23/2010   266214   CODDA15
10368   05/04/2010   243372   CODDA14
10369   01/12/2011   188530   CODDA17
10370   12/07/2009   130122   CODDA13
10371   08/05/2010   112256   CODDA13
10372   08/14/2009   200527   CODDA14
10373   02/19/2011   100476   CODDA18
10374   07/19/2010   203391   CODDA17
10375   01/27/2010   193734   CODDA12
10376   03/01/2011   112116   CODDA19
10377   03/25/2011   237287   CODDA16
10378   09/12/2009   106839   CODDA14
10379   08/03/2010   155900   CODDA18
10380   11/09/2009   166693   CODDA13
10381   03/15/2010   147093   CODDA16
10382   02/05/2011   284399   CODDA13
10383   04/09/2011   165269   CODDA19
10384   02/18/2011   254689   CODDA18
10385   10/16/2010   227944   CODDA15
10386   07/25/2009   289439   CODDA13
10387   12/04/2010   139035   CODDA16
10388   05/23/2011   282970   CODDA13
10389   07/01/2010   291994   CODDA14
10390   03/16/2011   156255   CODDA14
10391   07/02/2009   135928   CODDA19
10392   07/22/2010   192146   CODDA15
10393   01/30/2010   190700   CODDA16
10394   05/13/2010   242707   CODDA18
10395   02/15/2011   108952   CODDA20
10396   12/22/2010   133135   CODDA13
10397   03/20/2011   193522   CODDA17
10398   05/28/2011   154467   CODDA14
10399   03/03/2011   137455   CODDA19
10400   05/19/2010   287873   CODDA18
10401   05/10/2010   152157   CODDA19
10402   10/15/2010   166254   CODDA17
10403   09/02/2010   175661   CODDA13
10404   02/26/2010   212481   CODDA14
10405   10/10/2009   286268   CODDA14
10406   07/27/2010   215601   CODDA15
10407   10/14/2009   290445   CODDA16
10408   03/20/2011   150555   CODDA19
10409   06/06/2011   265121   CODDA19
10410   08/15/2010   156520   CODDA11
10411   02/07/2010   121746   CODDA14
10412   11/06/2009   110260   CODDA19
10413   07/06/2011   150407   CODDA15
10414   02/10/2010   266269   CODDA19
10415   05/31/2011   161504   CODDA18
10416   11/04/2009   282148   CODDA15
10417   06/03/2011   284147   CODDA16
10418   10/11/2010   266071   CODDA19
10419   11/16/2010   234129   CODDA19
10420   11/04/2010   198905   CODDA13
10421   06/07/2010   242585   CODDA12
10422   05/29/2010   157266   CODDA16
10423   04/07/2011   268263   CODDA15
10424   07/12/2011   129984   CODDA15
10425   07/28/2010   245390   CODDA19
10426   03/21/2011   274780   CODDA15
10427   10/21/2009   100071   CODDA19
10428   02/18/2011   258516   CODDA13
10429   12/18/2009   254563   CODDA18
10430   09/11/2010   141283   CODDA16
10431   11/23/2009   146467   CODDA12
10432   04/06/2010   243491   CODDA11
10433   07/21/2010   252828   CODDA16
10434   08/22/2009   168199   CODDA16
10435   09/09/2009   253778   CODDA14
10436   10/15/2010   289830   CODDA20
10437   06/19/2011   108581   CODDA13
10438   06/27/2011   225790   CODDA15
10439   11/14/2009   107318   CODDA17
10440   11/03/2009   137657   CODDA11
10441   10/21/2009   163317   CODDA14
10442   06/01/2011   120927   CODDA11
10443   04/20/2010   178987   CODDA16
10444   10/10/2010   134997   CODDA12
10445   11/17/2010   144978   CODDA19
10446   02/07/2010   161309   CODDA12
10447   03/18/2011   200840   CODDA12
10448   01/17/2010   244436   CODDA15
10449   01/18/2010   115327   CODDA13
10450   02/03/2010   208580   CODDA12
10451   02/15/2011   225879   CODDA19
10452   09/09/2010   264457   CODDA12
10453   01/29/2011   129507   CODDA17
10454   03/19/2011   114494   CODDA16
10455   07/07/2010   113905   CODDA13
10456   11/18/2010   118315   CODDA16
10457   10/05/2010   137464   CODDA16
10458   08/23/2009   156304   CODDA12
10459   04/20/2011   233714   CODDA19
10460   11/08/2010   281594   CODDA17
10461   03/26/2011   230756   CODDA17
10462   11/27/2010   148721   CODDA16
10463   05/13/2010   101302   CODDA19
10464   10/27/2009   139475   CODDA14
10465   06/21/2011   206700   CODDA19
10466   06/13/2011   164665   CODDA18
10467   07/22/2009   140102   CODDA20
10468   07/25/2010   139797   CODDA19
10469   09/11/2010   231702   CODDA18
10470   10/05/2009   231709   CODDA17
10471   11/12/2010   278012   CODDA11
10472   07/16/2010   266471   CODDA11
10473   06/01/2010   147249   CODDA13
10474   03/19/2011   159966   CODDA15
10475   01/07/2011   145313   CODDA18
10476   09/26/2009   242715   CODDA12
10477   07/15/2011   146208   CODDA19
10478   01/15/2010   147008   CODDA15
10479   08/04/2010   180713   CODDA19
10480   09/03/2009   161636   CODDA19
10481   09/09/2010   242809   CODDA12
10482   09/28/2010   278765   CODDA18
10483   10/04/2010   108709   CODDA12
10484   01/06/2010   177656   CODDA18
10485   11/29/2009   246101   CODDA18
10486   07/02/2010   115611   CODDA17
10487   07/01/2009   161322   CODDA12
10488   07/10/2010   104760   CODDA18
10489   03/11/2010   287829   CODDA13
10490   01/10/2011   182441   CODDA20
10491   11/16/2010   130914   CODDA20
10492   03/10/2010   220237   CODDA19
10493   05/13/2010   296729   CODDA17
10494   04/16/2011   155139   CODDA16
10495   02/14/2010   264313   CODDA16
10496   12/28/2010   272335   CODDA16
10497   08/25/2009   186066   CODDA20
10498   11/22/2010   135638   CODDA11
10499   06/21/2011   139389   CODDA11
10500   08/03/2010   246780   CODDA12
10501   04/29/2011   124539   CODDA16
10502   09/17/2009   111301   CODDA19
10503   08/08/2009   136869   CODDA14
10504   12/07/2010   157779   CODDA17
10505   10/20/2010   171418   CODDA19
10506   07/06/2009   206346   CODDA19
10507   11/11/2009   235946   CODDA13
10508   11/27/2009   256163   CODDA12
10509   11/16/2010   299551   CODDA13
10510   11/16/2009   177215   CODDA19
10511   02/14/2010   242990   CODDA16
10512   07/28/2009   125100   CODDA17
10513   02/19/2010   165368   CODDA14
10514   11/05/2010   278310   CODDA13
10515   05/31/2011   187239   CODDA16
10516   06/05/2010   161502   CODDA16
10517   08/26/2009   182796   CODDA19
10518   10/01/2010   115721   CODDA18
10519   11/14/2009   178915   CODDA14
10520   01/03/2011   223797   CODDA18
10521   06/21/2011   107460   CODDA16
10522   03/16/2010   159563   CODDA18
10523   03/13/2010   239386   CODDA16
10524   05/21/2011   110402   CODDA16
10525   10/15/2009   105585   CODDA13
10526   04/19/2011   156386   CODDA20
10527   04/11/2011   138386   CODDA12
10528   09/26/2010   100096   CODDA15
10529   07/19/2010   218580   CODDA17
10530   07/13/2010   272379   CODDA13
10531   03/10/2010   232637   CODDA13
10532   08/25/2009   225824   CODDA19
10533   09/22/2010   101442   CODDA17
10534   08/19/2010   195273   CODDA13
10535   11/09/2009   104044   CODDA16
10536   07/18/2010   205038   CODDA14
10537   08/04/2010   189198   CODDA14
10538   09/04/2010   207925   CODDA16
10539   01/26/2011   275468   CODDA14
10540   09/02/2009   283640   CODDA19
10541   06/06/2011   190366   CODDA20
10542   04/07/2011   211399   CODDA14
10543   02/27/2011   224447   CODDA12
10544   12/29/2010   251697   CODDA16
10545   09/29/2009   219526   CODDA12
10546   01/31/2010   251928   CODDA12
10547   05/29/2011   239010   CODDA17
10548   10/06/2010   298807   CODDA18
10549   09/21/2009   279980   CODDA17
10550   02/01/2011   166046   CODDA12
10551   01/23/2011   253422   CODDA19
10552   05/12/2010   155407   CODDA20
10553   03/07/2010   115953   CODDA12
10554   08/11/2010   241480   CODDA17
10555   06/18/2010   245440   CODDA13
10556   10/18/2010   118925   CODDA12
10557   12/06/2010   273547   CODDA15
10558   06/11/2011   154160   CODDA17
10559   09/13/2010   119829   CODDA18
10560   10/30/2010   204018   CODDA18
10561   12/18/2010   251381   CODDA11
10562   09/14/2009   277293   CODDA20
10563   07/12/2010   290337   CODDA18
10564   05/25/2010   222301   CODDA16
10565   04/29/2010   229063   CODDA16
10566   12/18/2009   223260   CODDA15
10567   02/11/2011   210492   CODDA18
10568   11/12/2009   158781   CODDA12
10569   08/01/2010   262265   CODDA15
10570   06/14/2011   192667   CODDA20
10571   03/24/2010   119219   CODDA19
10572   12/28/2010   202793   CODDA19
10573   08/23/2009   268311   CODDA16
10574   10/16/2009   218574   CODDA17
10575   09/26/2010   294410   CODDA15
10576   09/10/2010   275083   CODDA16
10577   06/08/2011   278074   CODDA15
10578   12/12/2010   267875   CODDA17
10579   04/18/2010   143711   CODDA20
10580   10/10/2009   126069   CODDA13
10581   11/04/2010   268797   CODDA14
10582   09/12/2010   104736   CODDA11
10583   05/02/2011   243593   CODDA18
10584   03/28/2010   192184   CODDA19
10585   03/29/2010   155534   CODDA19
10586   04/17/2010   244476   CODDA18
10587   10/27/2010   235319   CODDA14
10588   09/25/2009   149121   CODDA18
10589   02/22/2011   249816   CODDA17
10590   04/21/2010   192110   CODDA12
10591   01/29/2011   296591   CODDA13
10592   11/07/2010   180370   CODDA14
10593   05/02/2011   200826   CODDA16
10594   12/17/2009   101129   CODDA11
10595   12/12/2009   267021   CODDA16
10596   10/22/2010   172966   CODDA14
10597   04/09/2011   161449   CODDA12
10598   03/23/2010   261368   CODDA19
10599   03/25/2011   141758   CODDA20
10600   03/23/2011   290076   CODDA14
10601   03/23/2011   256777   CODDA19
10602   12/29/2009   106448   CODDA17
10603   11/05/2010   101468   CODDA14
10604   03/07/2010   136996   CODDA16
10605   07/12/2009   145927   CODDA17
10606   07/02/2009   253321   CODDA14
10607   09/30/2010   130253   CODDA14
10608   12/09/2010   195851   CODDA15
10609   10/23/2010   179682   CODDA12
10610   10/11/2010   154648   CODDA13
10611   05/11/2011   277293   CODDA13
10612   03/09/2011   138953   CODDA13
10613   10/01/2009   227247   CODDA15
10614   01/10/2010   217109   CODDA13
10615   04/13/2010   188883   CODDA14
10616   06/21/2011   289862   CODDA15
10617   03/13/2010   176075   CODDA12
10618   01/27/2011   137648   CODDA19
10619   02/28/2011   143743   CODDA16
10620   04/09/2010   171665   CODDA11
10621   09/03/2009   181318   CODDA18
10622   08/07/2010   205606   CODDA16
10623   11/28/2009   179122   CODDA19
10624   03/20/2010   117084   CODDA13
10625   06/08/2010   272832   CODDA19
10626   11/27/2010   273461   CODDA14
10627   07/13/2010   257704   CODDA19
10628   06/21/2011   186827   CODDA12
10629   02/24/2010   160817   CODDA15
10630   11/25/2010   151130   CODDA18
10631   02/05/2010   230478   CODDA15
10632   02/23/2011   162683   CODDA20
10633   11/25/2009   204865   CODDA18
10634   09/12/2009   149229   CODDA16
10635   01/13/2010   260372   CODDA18
10636   09/04/2009   208638   CODDA19
10637   08/05/2009   264125   CODDA13
10638   03/29/2010   191376   CODDA12
10639   11/29/2009   179908   CODDA17
10640   11/19/2009   185757   CODDA19
10641   02/06/2010   147392   CODDA19
10642   02/13/2010   281624   CODDA19
10643   08/12/2009   214444   CODDA20
10644   10/25/2009   109348   CODDA17
10645   02/27/2011   253639   CODDA19
10646   06/14/2010   293831   CODDA14
10647   12/27/2009   175121   CODDA17
10648   01/19/2010   229508   CODDA20
10649   12/05/2009   250705   CODDA14
10650   10/26/2009   278159   CODDA17
10651   01/25/2010   171395   CODDA18
10652   02/22/2010   163294   CODDA14
10653   01/31/2010   198038   CODDA18
10654   03/16/2011   191416   CODDA17
10655   04/19/2011   124941   CODDA13
10656   03/09/2010   212061   CODDA16
10657   09/30/2009   194630   CODDA18
10658   04/06/2011   168824   CODDA11
10659   01/03/2010   169128   CODDA15
10660   12/13/2009   259089   CODDA15
10661   07/25/2009   256123   CODDA19
10662   10/09/2010   267145   CODDA13
10663   03/04/2010   135387   CODDA14
10664   04/18/2010   266205   CODDA14
10665   01/29/2010   245263   CODDA14
10666   02/10/2010   123744   CODDA17
10667   09/21/2009   199423   CODDA19
10668   06/07/2010   121572   CODDA17
10669   11/26/2010   248903   CODDA12
10670   09/20/2009   263950   CODDA18
10671   06/17/2011   130448   CODDA13
10672   12/01/2010   127662   CODDA11
10673   08/24/2010   233048   CODDA14
10674   10/27/2009   183548   CODDA18
10675   10/24/2010   135421   CODDA12
10676   07/26/2010   149481   CODDA16
10677   05/11/2011   210610   CODDA19
10678   11/02/2009   241390   CODDA19
10679   01/07/2010   195601   CODDA19
10680   09/13/2010   141773   CODDA17
10681   05/05/2010   268092   CODDA13
10682   04/25/2010   119303   CODDA15
10683   11/01/2010   126953   CODDA19
10684   08/20/2010   162591   CODDA17
10685   01/12/2011   198785   CODDA17
10686   06/30/2010   133841   CODDA12
10687   07/01/2011   144408   CODDA17
10688   07/28/2009   178242   CODDA17
10689   10/28/2009   255450   CODDA15
10690   10/02/2009   195688   CODDA20
10691   02/24/2011   272985   CODDA11
10692   07/09/2009   124519   CODDA18
10693   10/08/2010   198385   CODDA14
10694   11/13/2010   143971   CODDA19
10695   07/15/2011   212946   CODDA13
10696   05/05/2011   141620   CODDA14
10697   07/20/2009   271344   CODDA19
10698   11/26/2010   198922   CODDA14
10699   03/27/2010   240884   CODDA20
10700   03/24/2010   139442   CODDA18
10701   12/22/2009   194807   CODDA19
10702   12/19/2009   250111   CODDA12
10703   10/09/2009   269793   CODDA18
10704   04/14/2010   204685   CODDA14
10705   07/15/2009   282400   CODDA19
10706   08/13/2010   260029   CODDA19
10707   01/20/2011   257283   CODDA12
10708   05/04/2010   183529   CODDA13
10709   12/20/2010   114424   CODDA14
10710   03/23/2010   185889   CODDA13
10711   10/03/2010   158230   CODDA18
10712   04/18/2011   237513   CODDA17
10713   07/09/2011   111912   CODDA18
10714   09/01/2010   297686   CODDA18
10715   10/11/2010   112984   CODDA19
10716   02/13/2011   149369   CODDA15
10717   07/26/2009   296776   CODDA18
10718   12/23/2010   171366   CODDA12
10719   04/11/2010   184346   CODDA16
10720   05/31/2010   116904   CODDA14
10721   06/27/2011   270776   CODDA15
10722   11/08/2010   142386   CODDA14
10723   02/20/2010   141691   CODDA17
10724   01/30/2010   145466   CODDA17
10725   08/06/2010   217511   CODDA19
10726   02/06/2011   237834   CODDA16
10727   05/12/2011   125039   CODDA11
10728   09/15/2010   227339   CODDA19
10729   08/17/2010   171419   CODDA11
10730   07/29/2009   130645   CODDA20
10731   09/30/2009   143035   CODDA18
10732   03/27/2011   117346   CODDA19
10733   09/14/2010   132393   CODDA11
10734   08/06/2010   245636   CODDA16
10735   01/30/2011   106675   CODDA15
10736   06/09/2011   130281   CODDA19
10737   09/30/2009   247475   CODDA14
10738   02/11/2011   172900   CODDA14
10739   12/09/2009   214260   CODDA11
10740   09/02/2010   212036   CODDA11
10741   09/12/2010   279355   CODDA18
10742   04/14/2010   180589   CODDA19
10743   03/14/2011   266599   CODDA12
10744   07/15/2009   266868   CODDA14
10745   04/15/2011   161562   CODDA19
10746   10/06/2010   247840   CODDA11
10747   11/16/2009   226478   CODDA20
10748   05/13/2010   155574   CODDA17
10749   12/11/2010   250219   CODDA12
10750   02/11/2010   294501   CODDA19
10751   06/28/2010   239340   CODDA15
10752   03/17/2011   197552   CODDA13
10753   08/15/2010   186907   CODDA12
10754   03/24/2010   284146   CODDA15
10755   05/08/2011   286555   CODDA20
10756   07/07/2011   227870   CODDA19
10757   07/12/2010   178011   CODDA16
10758   12/20/2009   153874   CODDA17
10759   12/08/2010   126435   CODDA13
10760   06/05/2011   160664   CODDA14
10761   03/16/2010   221663   CODDA11
10762   01/09/2010   167827   CODDA15
10763   10/11/2010   243568   CODDA14
10764   09/28/2010   215255   CODDA14
10765   09/21/2009   228585   CODDA19
10766   04/03/2010   221973   CODDA19
10767   12/31/2009   201253   CODDA16
10768   12/07/2010   160276   CODDA14
10769   06/04/2011   162825   CODDA19
10770   01/16/2010   209511   CODDA18
10771   07/17/2009   281730   CODDA18
10772   01/22/2010   186722   CODDA12
10773   10/24/2009   182828   CODDA14
10774   10/05/2010   256178   CODDA12
10775   06/22/2011   271794   CODDA18
10776   05/01/2010   277398   CODDA20
10777   06/27/2011   118197   CODDA16
10778   09/27/2010   182367   CODDA18
10779   04/08/2011   295981   CODDA14
10780   03/30/2011   219349   CODDA12
10781   10/06/2009   112083   CODDA15
10782   05/09/2011   205498   CODDA20
10783   01/01/2010   271099   CODDA17
10784   07/30/2010   177046   CODDA20
10785   11/01/2009   219214   CODDA15
10786   10/04/2010   238225   CODDA12
10787   04/23/2010   215824   CODDA17
10788   05/01/2010   116686   CODDA14
10789   10/29/2009   228083   CODDA15
10790   06/27/2010   272088   CODDA20
10791   01/11/2011   288505   CODDA17
10792   05/25/2010   285341   CODDA19
10793   09/22/2010   209938   CODDA20
10794   10/28/2009   296779   CODDA13
10795   05/13/2010   246934   CODDA14
10796   11/05/2009   126835   CODDA15
10797   03/08/2010   126874   CODDA12
10798   12/18/2009   133519   CODDA13
10799   06/13/2010   239397   CODDA15
10800   05/09/2011   261879   CODDA15
10801   05/17/2010   280511   CODDA13
10802   08/15/2010   104406   CODDA15
10803   05/10/2011   244130   CODDA17
10804   04/22/2010   163152   CODDA16
10805   12/26/2010   171930   CODDA17
10806   10/24/2009   110462   CODDA13
10807   02/26/2010   267181   CODDA13
10808   04/05/2010   137122   CODDA15
10809   06/03/2011   262758   CODDA14
10810   12/15/2009   228395   CODDA14
10811   07/19/2010   286846   CODDA17
10812   05/20/2011   265845   CODDA18
10813   07/14/2009   123536   CODDA16
10814   06/28/2011   291566   CODDA11
10815   03/04/2011   143767   CODDA16
10816   09/07/2010   118575   CODDA17
10817   03/09/2010   100385   CODDA18
10818   11/09/2009   190492   CODDA11
10819   03/20/2010   198915   CODDA12
10820   01/31/2011   233876   CODDA13
10821   05/17/2010   163090   CODDA19
10822   09/08/2009   121337   CODDA14
10823   06/29/2010   197530   CODDA19
10824   07/05/2010   137832   CODDA18
10825   05/11/2011   149952   CODDA16
10826   02/08/2011   242431   CODDA13
10827   06/21/2011   252204   CODDA13
10828   02/01/2011   152321   CODDA16
10829   04/23/2010   273551   CODDA14
10830   05/26/2010   168836   CODDA15
10831   03/29/2011   234828   CODDA15
10832   01/28/2010   297446   CODDA14
10833   09/28/2009   287048   CODDA12
10834   05/01/2011   211132   CODDA17
10835   11/29/2009   272238   CODDA11
10836   02/08/2010   212838   CODDA19
10837   09/09/2010   174914   CODDA13
10838   10/02/2009   136415   CODDA17
10839   08/26/2009   134054   CODDA17
10840   05/23/2011   188676   CODDA16
10841   08/04/2009   131054   CODDA17
10842   02/09/2011   132041   CODDA16
10843   09/22/2010   110457   CODDA16
10844   03/08/2011   226531   CODDA13
10845   02/24/2011   242622   CODDA14
10846   05/28/2011   116818   CODDA12
10847   09/03/2010   281457   CODDA18
10848   09/16/2010   291703   CODDA12
10849   02/25/2010   192757   CODDA20
10850   11/21/2010   129981   CODDA12
10851   08/03/2010   130562   CODDA19
10852   09/28/2009   169065   CODDA14
10853   07/12/2011   174531   CODDA18
10854   07/02/2011   188420   CODDA13
